,category_name,class_name,img_name
85,train,n02102318-cocker_spaniel,train/n02102318-cocker_spaniel/n02102318_10360.jpg
86,train,n02102318-cocker_spaniel,train/n02102318-cocker_spaniel/n02102318_14555.jpg
87,train,n02102318-cocker_spaniel,train/n02102318-cocker_spaniel/n02102318_14073.jpg
88,train,n02102318-cocker_spaniel,train/n02102318-cocker_spaniel/n02102318_9680.jpg
89,train,n02102318-cocker_spaniel,train/n02102318-cocker_spaniel/n02102318_8990.jpg
90,train,n02102318-cocker_spaniel,train/n02102318-cocker_spaniel/n02102318_234.jpg
91,train,n02102318-cocker_spaniel,train/n02102318-cocker_spaniel/n02102318_10179.jpg
92,train,n02102318-cocker_spaniel,train/n02102318-cocker_spaniel/n02102318_9753.jpg
93,train,n02102318-cocker_spaniel,train/n02102318-cocker_spaniel/n02102318_9256.jpg
94,train,n02102318-cocker_spaniel,train/n02102318-cocker_spaniel/n02102318_9032.jpg
95,train,n02102318-cocker_spaniel,train/n02102318-cocker_spaniel/n02102318_1754.jpg
96,train,n02102318-cocker_spaniel,train/n02102318-cocker_spaniel/n02102318_10618.jpg
97,train,n02102318-cocker_spaniel,train/n02102318-cocker_spaniel/n02102318_14986.jpg
98,train,n02102318-cocker_spaniel,train/n02102318-cocker_spaniel/n02102318_9488.jpg
99,train,n02102318-cocker_spaniel,train/n02102318-cocker_spaniel/n02102318_12877.jpg
100,train,n02102318-cocker_spaniel,train/n02102318-cocker_spaniel/n02102318_89.jpg
101,train,n02102318-cocker_spaniel,train/n02102318-cocker_spaniel/n02102318_4217.jpg
102,train,n02102318-cocker_spaniel,train/n02102318-cocker_spaniel/n02102318_10058.jpg
103,train,n02102318-cocker_spaniel,train/n02102318-cocker_spaniel/n02102318_10595.jpg
104,train,n02102318-cocker_spaniel,train/n02102318-cocker_spaniel/n02102318_487.jpg
105,train,n02102318-cocker_spaniel,train/n02102318-cocker_spaniel/n02102318_5855.jpg
106,train,n02102318-cocker_spaniel,train/n02102318-cocker_spaniel/n02102318_11648.jpg
107,train,n02102318-cocker_spaniel,train/n02102318-cocker_spaniel/n02102318_7000.jpg
108,train,n02102318-cocker_spaniel,train/n02102318-cocker_spaniel/n02102318_11228.jpg
109,train,n02102318-cocker_spaniel,train/n02102318-cocker_spaniel/n02102318_9250.jpg
110,train,n02102318-cocker_spaniel,train/n02102318-cocker_spaniel/n02102318_11581.jpg
111,train,n02102318-cocker_spaniel,train/n02102318-cocker_spaniel/n02102318_3504.jpg
112,train,n02102318-cocker_spaniel,train/n02102318-cocker_spaniel/n02102318_239.jpg
113,train,n02102318-cocker_spaniel,train/n02102318-cocker_spaniel/n02102318_7039.jpg
114,train,n02102318-cocker_spaniel,train/n02102318-cocker_spaniel/n02102318_10162.jpg
115,train,n02102318-cocker_spaniel,train/n02102318-cocker_spaniel/n02102318_9197.jpg
116,train,n02102318-cocker_spaniel,train/n02102318-cocker_spaniel/n02102318_10645.jpg
117,train,n02102318-cocker_spaniel,train/n02102318-cocker_spaniel/n02102318_7010.jpg
118,train,n02102318-cocker_spaniel,train/n02102318-cocker_spaniel/n02102318_4716.jpg
119,train,n02102318-cocker_spaniel,train/n02102318-cocker_spaniel/n02102318_8697.jpg
120,train,n02102318-cocker_spaniel,train/n02102318-cocker_spaniel/n02102318_1691.jpg
121,train,n02102318-cocker_spaniel,train/n02102318-cocker_spaniel/n02102318_2984.jpg
122,train,n02102318-cocker_spaniel,train/n02102318-cocker_spaniel/n02102318_7327.jpg
123,train,n02102318-cocker_spaniel,train/n02102318-cocker_spaniel/n02102318_12265.jpg
124,train,n02102318-cocker_spaniel,train/n02102318-cocker_spaniel/n02102318_14756.jpg
125,train,n02102318-cocker_spaniel,train/n02102318-cocker_spaniel/n02102318_14006.jpg
126,train,n02102318-cocker_spaniel,train/n02102318-cocker_spaniel/n02102318_2271.jpg
127,train,n02102318-cocker_spaniel,train/n02102318-cocker_spaniel/n02102318_6225.jpg
128,train,n02102318-cocker_spaniel,train/n02102318-cocker_spaniel/n02102318_8518.jpg
129,train,n02102318-cocker_spaniel,train/n02102318-cocker_spaniel/n02102318_208.jpg
130,train,n02102318-cocker_spaniel,train/n02102318-cocker_spaniel/n02102318_8250.jpg
131,train,n02102318-cocker_spaniel,train/n02102318-cocker_spaniel/n02102318_11605.jpg
132,train,n02102318-cocker_spaniel,train/n02102318-cocker_spaniel/n02102318_3827.jpg
133,train,n02102318-cocker_spaniel,train/n02102318-cocker_spaniel/n02102318_3269.jpg
134,train,n02102318-cocker_spaniel,train/n02102318-cocker_spaniel/n02102318_7163.jpg
135,train,n02102318-cocker_spaniel,train/n02102318-cocker_spaniel/n02102318_9536.jpg
136,train,n02102318-cocker_spaniel,train/n02102318-cocker_spaniel/n02102318_8784.jpg
137,train,n02102318-cocker_spaniel,train/n02102318-cocker_spaniel/n02102318_2919.jpg
138,train,n02102318-cocker_spaniel,train/n02102318-cocker_spaniel/n02102318_5075.jpg
139,train,n02102318-cocker_spaniel,train/n02102318-cocker_spaniel/n02102318_3511.jpg
140,train,n02102318-cocker_spaniel,train/n02102318-cocker_spaniel/n02102318_3121.jpg
141,train,n02102318-cocker_spaniel,train/n02102318-cocker_spaniel/n02102318_2073.jpg
142,train,n02102318-cocker_spaniel,train/n02102318-cocker_spaniel/n02102318_695.jpg
143,train,n02102318-cocker_spaniel,train/n02102318-cocker_spaniel/n02102318_4130.jpg
144,train,n02102318-cocker_spaniel,train/n02102318-cocker_spaniel/n02102318_7110.jpg
145,train,n02102318-cocker_spaniel,train/n02102318-cocker_spaniel/n02102318_7190.jpg
146,train,n02102318-cocker_spaniel,train/n02102318-cocker_spaniel/n02102318_2997.jpg
147,train,n02102318-cocker_spaniel,train/n02102318-cocker_spaniel/n02102318_8534.jpg
148,train,n02102318-cocker_spaniel,train/n02102318-cocker_spaniel/n02102318_11615.jpg
149,train,n02102318-cocker_spaniel,train/n02102318-cocker_spaniel/n02102318_9425.jpg
150,train,n02102318-cocker_spaniel,train/n02102318-cocker_spaniel/n02102318_9495.jpg
151,train,n02102318-cocker_spaniel,train/n02102318-cocker_spaniel/n02102318_8504.jpg
152,train,n02102318-cocker_spaniel,train/n02102318-cocker_spaniel/n02102318_13800.jpg
153,train,n02102318-cocker_spaniel,train/n02102318-cocker_spaniel/n02102318_3429.jpg
154,train,n02098413-Lhasa,train/n02098413-Lhasa/n02098413_14748.jpg
155,train,n02098413-Lhasa,train/n02098413-Lhasa/n02098413_5658.jpg
156,train,n02098413-Lhasa,train/n02098413-Lhasa/n02098413_14953.jpg
157,train,n02098413-Lhasa,train/n02098413-Lhasa/n02098413_9550.jpg
158,train,n02098413-Lhasa,train/n02098413-Lhasa/n02098413_7598.jpg
159,train,n02098413-Lhasa,train/n02098413-Lhasa/n02098413_6737.jpg
160,train,n02098413-Lhasa,train/n02098413-Lhasa/n02098413_7286.jpg
161,train,n02098413-Lhasa,train/n02098413-Lhasa/n02098413_1693.jpg
162,train,n02098413-Lhasa,train/n02098413-Lhasa/n02098413_18307.jpg
163,train,n02098413-Lhasa,train/n02098413-Lhasa/n02098413_1396.jpg
164,train,n02098413-Lhasa,train/n02098413-Lhasa/n02098413_8379.jpg
165,train,n02098413-Lhasa,train/n02098413-Lhasa/n02098413_2308.jpg
166,train,n02098413-Lhasa,train/n02098413-Lhasa/n02098413_20304.jpg
167,train,n02098413-Lhasa,train/n02098413-Lhasa/n02098413_1668.jpg
168,train,n02098413-Lhasa,train/n02098413-Lhasa/n02098413_8214.jpg
169,train,n02098413-Lhasa,train/n02098413-Lhasa/n02098413_8001.jpg
170,train,n02098413-Lhasa,train/n02098413-Lhasa/n02098413_5638.jpg
171,train,n02098413-Lhasa,train/n02098413-Lhasa/n02098413_16861.jpg
172,train,n02098413-Lhasa,train/n02098413-Lhasa/n02098413_244.jpg
173,train,n02098413-Lhasa,train/n02098413-Lhasa/n02098413_7267.jpg
174,train,n02098413-Lhasa,train/n02098413-Lhasa/n02098413_7546.jpg
175,train,n02098413-Lhasa,train/n02098413-Lhasa/n02098413_342.jpg
176,train,n02098413-Lhasa,train/n02098413-Lhasa/n02098413_8687.jpg
177,train,n02098413-Lhasa,train/n02098413-Lhasa/n02098413_2047.jpg
178,train,n02098413-Lhasa,train/n02098413-Lhasa/n02098413_4531.jpg
179,train,n02098413-Lhasa,train/n02098413-Lhasa/n02098413_1702.jpg
180,train,n02098413-Lhasa,train/n02098413-Lhasa/n02098413_1268.jpg
181,train,n02098413-Lhasa,train/n02098413-Lhasa/n02098413_3899.jpg
182,train,n02098413-Lhasa,train/n02098413-Lhasa/n02098413_3798.jpg
183,train,n02098413-Lhasa,train/n02098413-Lhasa/n02098413_12117.jpg
184,train,n02098413-Lhasa,train/n02098413-Lhasa/n02098413_20499.jpg
185,train,n02098413-Lhasa,train/n02098413-Lhasa/n02098413_13405.jpg
186,train,n02098413-Lhasa,train/n02098413-Lhasa/n02098413_3285.jpg
187,train,n02098413-Lhasa,train/n02098413-Lhasa/n02098413_631.jpg
188,train,n02098413-Lhasa,train/n02098413-Lhasa/n02098413_2582.jpg
189,train,n02098413-Lhasa,train/n02098413-Lhasa/n02098413_3411.jpg
190,train,n02098413-Lhasa,train/n02098413-Lhasa/n02098413_18663.jpg
191,train,n02098413-Lhasa,train/n02098413-Lhasa/n02098413_2620.jpg
192,train,n02098413-Lhasa,train/n02098413-Lhasa/n02098413_5142.jpg
193,train,n02098413-Lhasa,train/n02098413-Lhasa/n02098413_16076.jpg
194,train,n02098413-Lhasa,train/n02098413-Lhasa/n02098413_14264.jpg
195,train,n02098413-Lhasa,train/n02098413-Lhasa/n02098413_3007.jpg
196,train,n02098413-Lhasa,train/n02098413-Lhasa/n02098413_14785.jpg
197,train,n02098413-Lhasa,train/n02098413-Lhasa/n02098413_1457.jpg
198,train,n02098413-Lhasa,train/n02098413-Lhasa/n02098413_16322.jpg
199,train,n02098413-Lhasa,train/n02098413-Lhasa/n02098413_6354.jpg
200,train,n02098413-Lhasa,train/n02098413-Lhasa/n02098413_10966.jpg
201,train,n02098413-Lhasa,train/n02098413-Lhasa/n02098413_9008.jpg
202,train,n02098413-Lhasa,train/n02098413-Lhasa/n02098413_11385.jpg
203,train,n02098413-Lhasa,train/n02098413-Lhasa/n02098413_1471.jpg
204,train,n02098413-Lhasa,train/n02098413-Lhasa/n02098413_17759.jpg
205,train,n02098413-Lhasa,train/n02098413-Lhasa/n02098413_4926.jpg
206,train,n02098413-Lhasa,train/n02098413-Lhasa/n02098413_15855.jpg
207,train,n02098413-Lhasa,train/n02098413-Lhasa/n02098413_14328.jpg
208,train,n02098413-Lhasa,train/n02098413-Lhasa/n02098413_7389.jpg
209,train,n02098413-Lhasa,train/n02098413-Lhasa/n02098413_8685.jpg
210,train,n02098413-Lhasa,train/n02098413-Lhasa/n02098413_18317.jpg
211,train,n02098413-Lhasa,train/n02098413-Lhasa/n02098413_611.jpg
212,train,n02098413-Lhasa,train/n02098413-Lhasa/n02098413_7916.jpg
213,train,n02098413-Lhasa,train/n02098413-Lhasa/n02098413_8397.jpg
214,train,n02098413-Lhasa,train/n02098413-Lhasa/n02098413_8151.jpg
215,train,n02098413-Lhasa,train/n02098413-Lhasa/n02098413_6113.jpg
216,train,n02098413-Lhasa,train/n02098413-Lhasa/n02098413_1784.jpg
217,train,n02098413-Lhasa,train/n02098413-Lhasa/n02098413_4100.jpg
218,train,n02098413-Lhasa,train/n02098413-Lhasa/n02098413_8734.jpg
219,train,n02098413-Lhasa,train/n02098413-Lhasa/n02098413_17946.jpg
220,train,n02098413-Lhasa,train/n02098413-Lhasa/n02098413_7910.jpg
221,train,n02098413-Lhasa,train/n02098413-Lhasa/n02098413_7441.jpg
222,train,n02098413-Lhasa,train/n02098413-Lhasa/n02098413_1355.jpg
223,train,n02098413-Lhasa,train/n02098413-Lhasa/n02098413_10285.jpg
224,train,n02098413-Lhasa,train/n02098413-Lhasa/n02098413_1719.jpg
225,train,n02098413-Lhasa,train/n02098413-Lhasa/n02098413_10144.jpg
226,train,n02098413-Lhasa,train/n02098413-Lhasa/n02098413_18647.jpg
227,train,n02098413-Lhasa,train/n02098413-Lhasa/n02098413_643.jpg
228,train,n02098413-Lhasa,train/n02098413-Lhasa/n02098413_1137.jpg
229,train,n02098413-Lhasa,train/n02098413-Lhasa/n02098413_4238.jpg
230,train,n02098413-Lhasa,train/n02098413-Lhasa/n02098413_333.jpg
231,train,n02098413-Lhasa,train/n02098413-Lhasa/n02098413_14191.jpg
232,train,n02098413-Lhasa,train/n02098413-Lhasa/n02098413_20774.jpg
233,train,n02098413-Lhasa,train/n02098413-Lhasa/n02098413_11467.jpg
234,train,n02098413-Lhasa,train/n02098413-Lhasa/n02098413_6923.jpg
235,train,n02098413-Lhasa,train/n02098413-Lhasa/n02098413_1480.jpg
236,train,n02098413-Lhasa,train/n02098413-Lhasa/n02098413_4651.jpg
237,train,n02098413-Lhasa,train/n02098413-Lhasa/n02098413_4667.jpg
238,train,n02098413-Lhasa,train/n02098413-Lhasa/n02098413_1713.jpg
239,train,n02098413-Lhasa,train/n02098413-Lhasa/n02098413_10590.jpg
240,train,n02098413-Lhasa,train/n02098413-Lhasa/n02098413_11519.jpg
241,train,n02098413-Lhasa,train/n02098413-Lhasa/n02098413_1718.jpg
242,train,n02098413-Lhasa,train/n02098413-Lhasa/n02098413_14565.jpg
243,train,n02098413-Lhasa,train/n02098413-Lhasa/n02098413_5476.jpg
244,train,n02098413-Lhasa,train/n02098413-Lhasa/n02098413_7358.jpg
245,train,n02098413-Lhasa,train/n02098413-Lhasa/n02098413_20677.jpg
246,train,n02098413-Lhasa,train/n02098413-Lhasa/n02098413_8273.jpg
247,train,n02098413-Lhasa,train/n02098413-Lhasa/n02098413_4592.jpg
248,train,n02098413-Lhasa,train/n02098413-Lhasa/n02098413_5360.jpg
249,train,n02098413-Lhasa,train/n02098413-Lhasa/n02098413_9304.jpg
250,train,n02098413-Lhasa,train/n02098413-Lhasa/n02098413_1279.jpg
251,train,n02098413-Lhasa,train/n02098413-Lhasa/n02098413_8575.jpg
252,train,n02098413-Lhasa,train/n02098413-Lhasa/n02098413_14608.jpg
253,train,n02098413-Lhasa,train/n02098413-Lhasa/n02098413_2490.jpg
254,train,n02098413-Lhasa,train/n02098413-Lhasa/n02098413_49.jpg
255,train,n02098413-Lhasa,train/n02098413-Lhasa/n02098413_2911.jpg
256,train,n02098413-Lhasa,train/n02098413-Lhasa/n02098413_20398.jpg
257,train,n02098413-Lhasa,train/n02098413-Lhasa/n02098413_1492.jpg
258,train,n02098413-Lhasa,train/n02098413-Lhasa/n02098413_5594.jpg
259,train,n02098413-Lhasa,train/n02098413-Lhasa/n02098413_751.jpg
260,train,n02098413-Lhasa,train/n02098413-Lhasa/n02098413_13083.jpg
261,train,n02098413-Lhasa,train/n02098413-Lhasa/n02098413_6612.jpg
262,train,n02098413-Lhasa,train/n02098413-Lhasa/n02098413_1473.jpg
263,train,n02098413-Lhasa,train/n02098413-Lhasa/n02098413_3033.jpg
264,train,n02098413-Lhasa,train/n02098413-Lhasa/n02098413_2400.jpg
265,train,n02098413-Lhasa,train/n02098413-Lhasa/n02098413_1454.jpg
266,train,n02098413-Lhasa,train/n02098413-Lhasa/n02098413_3470.jpg
267,train,n02098413-Lhasa,train/n02098413-Lhasa/n02098413_9810.jpg
268,train,n02098413-Lhasa,train/n02098413-Lhasa/n02098413_624.jpg
269,train,n02098413-Lhasa,train/n02098413-Lhasa/n02098413_3995.jpg
270,train,n02098413-Lhasa,train/n02098413-Lhasa/n02098413_13638.jpg
271,train,n02098413-Lhasa,train/n02098413-Lhasa/n02098413_2199.jpg
272,train,n02098413-Lhasa,train/n02098413-Lhasa/n02098413_387.jpg
273,train,n02098413-Lhasa,train/n02098413-Lhasa/n02098413_17369.jpg
274,train,n02098413-Lhasa,train/n02098413-Lhasa/n02098413_6535.jpg
275,train,n02098413-Lhasa,train/n02098413-Lhasa/n02098413_8468.jpg
276,train,n02098413-Lhasa,train/n02098413-Lhasa/n02098413_4033.jpg
277,train,n02098413-Lhasa,train/n02098413-Lhasa/n02098413_2851.jpg
278,train,n02098413-Lhasa,train/n02098413-Lhasa/n02098413_8297.jpg
279,train,n02098413-Lhasa,train/n02098413-Lhasa/n02098413_5382.jpg
280,train,n02098413-Lhasa,train/n02098413-Lhasa/n02098413_20034.jpg
281,train,n02098413-Lhasa,train/n02098413-Lhasa/n02098413_19649.jpg
282,train,n02098413-Lhasa,train/n02098413-Lhasa/n02098413_2639.jpg
283,train,n02098413-Lhasa,train/n02098413-Lhasa/n02098413_20830.jpg
284,train,n02098413-Lhasa,train/n02098413-Lhasa/n02098413_20657.jpg
285,train,n02098413-Lhasa,train/n02098413-Lhasa/n02098413_18706.jpg
286,train,n02098413-Lhasa,train/n02098413-Lhasa/n02098413_5806.jpg
287,train,n02098413-Lhasa,train/n02098413-Lhasa/n02098413_11048.jpg
288,train,n02098413-Lhasa,train/n02098413-Lhasa/n02098413_4316.jpg
289,train,n02098413-Lhasa,train/n02098413-Lhasa/n02098413_754.jpg
290,train,n02098413-Lhasa,train/n02098413-Lhasa/n02098413_5409.jpg
291,train,n02098413-Lhasa,train/n02098413-Lhasa/n02098413_1107.jpg
292,train,n02098413-Lhasa,train/n02098413-Lhasa/n02098413_932.jpg
293,train,n02098413-Lhasa,train/n02098413-Lhasa/n02098413_3428.jpg
294,train,n02098413-Lhasa,train/n02098413-Lhasa/n02098413_5802.jpg
295,train,n02098413-Lhasa,train/n02098413-Lhasa/n02098413_1522.jpg
296,train,n02098413-Lhasa,train/n02098413-Lhasa/n02098413_16009.jpg
297,train,n02098413-Lhasa,train/n02098413-Lhasa/n02098413_7979.jpg
298,train,n02098413-Lhasa,train/n02098413-Lhasa/n02098413_6348.jpg
299,train,n02098413-Lhasa,train/n02098413-Lhasa/n02098413_17895.jpg
300,train,n02098413-Lhasa,train/n02098413-Lhasa/n02098413_6039.jpg
301,train,n02098413-Lhasa,train/n02098413-Lhasa/n02098413_2700.jpg
302,train,n02098413-Lhasa,train/n02098413-Lhasa/n02098413_2441.jpg
303,train,n02098413-Lhasa,train/n02098413-Lhasa/n02098413_20614.jpg
304,train,n02098413-Lhasa,train/n02098413-Lhasa/n02098413_7571.jpg
305,train,n02098413-Lhasa,train/n02098413-Lhasa/n02098413_1655.jpg
306,train,n02098413-Lhasa,train/n02098413-Lhasa/n02098413_6837.jpg
307,train,n02098413-Lhasa,train/n02098413-Lhasa/n02098413_161.jpg
308,train,n02096294-Australian_terrier,train/n02096294-Australian_terrier/n02096294_3494.jpg
309,train,n02096294-Australian_terrier,train/n02096294-Australian_terrier/n02096294_836.jpg
310,train,n02096294-Australian_terrier,train/n02096294-Australian_terrier/n02096294_1111.jpg
311,train,n02096294-Australian_terrier,train/n02096294-Australian_terrier/n02096294_6457.jpg
312,train,n02096294-Australian_terrier,train/n02096294-Australian_terrier/n02096294_537.jpg
313,train,n02096294-Australian_terrier,train/n02096294-Australian_terrier/n02096294_720.jpg
314,train,n02096294-Australian_terrier,train/n02096294-Australian_terrier/n02096294_1597.jpg
315,train,n02096294-Australian_terrier,train/n02096294-Australian_terrier/n02096294_1586.jpg
316,train,n02096294-Australian_terrier,train/n02096294-Australian_terrier/n02096294_8157.jpg
317,train,n02096294-Australian_terrier,train/n02096294-Australian_terrier/n02096294_1386.jpg
318,train,n02096294-Australian_terrier,train/n02096294-Australian_terrier/n02096294_1954.jpg
319,train,n02096294-Australian_terrier,train/n02096294-Australian_terrier/n02096294_5466.jpg
320,train,n02096294-Australian_terrier,train/n02096294-Australian_terrier/n02096294_4290.jpg
321,train,n02096294-Australian_terrier,train/n02096294-Australian_terrier/n02096294_590.jpg
322,train,n02096294-Australian_terrier,train/n02096294-Australian_terrier/n02096294_6455.jpg
323,train,n02096294-Australian_terrier,train/n02096294-Australian_terrier/n02096294_7641.jpg
324,train,n02096294-Australian_terrier,train/n02096294-Australian_terrier/n02096294_167.jpg
